Name,aphia,scientificname,proposedaphia,comment
Reophax bacillaris,183388,Reophax bacillaris,NA,NA
Acanthostomella norvegica,183556,Acanthostomella norvegica,NA,NA
Rhizosolenia acuminata,196805,Rhizosolenia acuminata,NA,NA
Planktoniella sol,196815,Planktoniella sol,NA,NA
Ceratium lunula,196822,Ceratium lunula,NA,NA
Radiolaria/planktic foraminifera index,196831,Radiolaria,NA,NA
Parafavella gigantea,196837,Parafavella gigantea,NA,NA
Pulleniatina sp.,203961,Pulleniatina,NA,NA
Pulleniatina spp.,203961,Pulleniatina,NA,NA
Pulleniatina spp. dextral,203961,Pulleniatina,NA,NA
Pulleniatina spp. sinistral,203961,Pulleniatina,NA,NA
Operculina sp.,206747,Operculina,NA,NA
Globigerina aff. quinqueloba,221248,Globigerina quinqueloba,NA,NA
Globigerina quinqueloba,221248,Globigerina quinqueloba,NA,NA
Globigerina cf. falconensis,221249,Globigerina falconensis,NA,NA
Globigerina falconensis,221249,Globigerina falconensis,NA,NA
"Globigerina falconensis, shell, weight",221249,Globigerina falconensis,NA,NA
"Globigerina falconensis, shell, weight, standard deviation",221249,Globigerina falconensis,NA,NA
Globigerina calida,221250,Globigerina calida,NA,NA
Pulleniatina obliquiloculata,221331,Pulleniatina obliquiloculata,NA,NA
"Pulleniatina obliquiloculata, Magnesium/Calcium ratio",221331,Pulleniatina obliquiloculata,NA,NA
"Pulleniatina obliquiloculata, shell, weight",221331,Pulleniatina obliquiloculata,NA,NA
"Pulleniatina obliquiloculata, shell, weight, standard deviation",221331,Pulleniatina obliquiloculata,NA,NA
"Pulleniatina obliquiloculata, δ13C",221331,Pulleniatina obliquiloculata,NA,NA
"Pulleniatina obliquiloculata, δ18O",221331,Pulleniatina obliquiloculata,NA,NA
Protoperidinium tenuissimum,232882,Protoperidinium tenuissimum,NA,NA
Protoperidinium peruvianum,233013,Protoperidinium peruvianum,NA,NA
Protoperidinium longispinum,233195,Protoperidinium longispinum,NA,NA
Protoperidinium longipes,233198,Protoperidinium longipes,NA,NA
Ceratium dens,233245,Ceratium dens,NA,NA
Ceratocorys reticulata,233340,Ceratocorys reticulata,NA,NA
Goniodoma polyedricum,233386,Goniodoma polyedricum,NA,NA
Protoperidinium americanum,233521,Protoperidinium americanum,NA,NA
Gonyaulax inflata,233536,Gonyaulax inflata,NA,NA
Diplopelta steinii,233760,Diplopelta steinii,NA,NA
Oxytoxum latum,233862,Oxytoxum latum,NA,NA
Poaceae,234036,Poaceae,NA,NA
"Lamellibranchiata, juvenile",234066,Lamellibranchiata,NA,NA
Myrtaceae,235071,Myrtaceae,NA,NA
Sticholonche zanclea,235739,Sticholonche zanclea,NA,NA
Calcidiscus leptoporus,235923,Calcidiscus leptoporus,NA,NA
Florisphaera profunda,235952,Florisphaera profunda,NA,NA
Oolithotus fragilis,235962,Oolithotus fragilis,NA,NA
Coccolithus tenuis,236075,Coccolithus tenuis,NA,NA
Alveolophragmium sp.,237581,Alveolophragmium,NA,NA
Rhizosolenia castracanei,248062,Rhizosolenia castracanei,NA,NA
Rhizosolenia temperei,248071,Rhizosolenia temperei,NA,NA
Botryococcus,248103,Botryococcus,NA,NA
Epistomina sp.,248337,Epistomina,NA,NA
Chaetoceros aequatorialis,254448,Chaetoceros aequatorialis,NA,NA
Eurytemora richingsi,254621,Eurytemora richingsi,NA,NA
Cyclogyra involvens,254684,Cyclogyra involvens,NA,NA
Glomospira irregularis,254685,Glomospira irregularis,NA,NA
Oridorsalis umbonatus,254690,Oridorsalis umbonatus,NA,NA
"Oridorsalis umbonatus, δ13C",254690,Oridorsalis umbonatus,NA,NA
"Oridorsalis umbonatus, δ18O",254690,Oridorsalis umbonatus,NA,NA
Salix,264935,Salix,NA,NA
Fritillaria polaris,266042,Fritillaria polaris,NA,NA
Lioloma delicatulum,292728,Lioloma delicatulum,NA,NA
Nonionella labradorica,293026,Nonionella labradorica,NA,NA
Globobulimina auriculata,293027,Globobulimina auriculata,NA,NA
Fissurina cf. subformosa,293028,Fissurina subformosa,NA,NA
Fissurina subformosa,293028,Fissurina subformosa,NA,NA
Investigator,296877,Investigator,NA,NA
Pteropoda,325345,Pteropoda,NA,NA
Pteropoda sp.,325345,Pteropoda,NA,NA
Pteropoda/planktic foraminifera ratio,325345,Pteropoda,NA,NA
"Diatoms, centrales",341285,Centrales,NA,NA
Rhizosolenia chunii,341502,Rhizosolenia chunii,NA,NA
Gephyrocapsa muellerae,341588,Gephyrocapsa muellerae,NA,NA
Selenopemphix quanta,345520,Selenopemphix quanta,NA,NA
Actinocyclus curvatulus,345847,Actinocyclus curvatulus,NA,NA
Australoecia sp.,362563,Australoecia,NA,NA
Fragilariopsis doliolus,366281,Fragilariopsis doliolus,NA,NA
Tasmanites,370276,Tasmanites,NA,NA
Marginopora spp.,382446,Marginopora,NA,NA
Hypogymnia physodes,382457,Hypogymnia physodes,NA,NA
Islandinium spp.,390975,Islandinium,NA,NA
Reophax cf. nodulosa,391214,Reophax nodulosa,NA,NA
Virgulina schreibersiana,391215,Virgulina schreibersiana,NA,NA
Bairdoppilata sp.,391219,Bairdoppilata,NA,NA
Dictyophimus gracilipes,391897,Dictyophimus gracilipes,NA,NA
Plectacantha oikiskos,393178,Plectacantha oikiskos,NA,NA
Gaudryina filiformis,393184,Gaudryina filiformis,NA,NA
Islandinium brevispinosum,395693,Islandinium brevispinosum,NA,NA
Nonionella bradii,397142,Nonionella bradii,NA,NA
Ehrenbergina glabra,397206,Ehrenbergina glabra,NA,NA
Globocassidulina crassa,397221,Globocassidulina crassa,NA,NA
Textularia antarctica,397223,Textularia antarctica,NA,NA
Cyclammina pauciloculata,398903,Cyclammina pauciloculata,NA,NA
Astrononion antarcticus,403643,Astrononion antarcticus,NA,NA
Clavulina sp.,409586,Clavulina,NA,NA
Clavulina spp.,409586,Clavulina,NA,NA
Ptychocylis obtusa,410019,Ptychocylis obtusa,NA,NA
Tintinnopsis nitida,410622,Tintinnopsis nitida,NA,NA
Globocassidulina biora,412825,Globocassidulina biora,NA,NA
Martinottiella nodulosa,412988,Martinottiella nodulosa,NA,NA
Cassidulinoides porrectus,413560,Cassidulinoides porrectus,NA,NA
Glandulina antarctica,413565,Glandulina antarctica,NA,NA
Trifarina earlandi,413728,Trifarina earlandi,NA,NA
Oolina felsinea,413868,Oolina felsinea,NA,NA
Cassidulinoides cf. parkeriana,413877,Cassidulinoides parkeriana,NA,NA
Cassidulinoides parkeriana,413877,Cassidulinoides parkeriana,NA,NA
Paratrochammina spp.,413976,Paratrochammina,NA,NA
Paratrochammina bartrami,413977,Paratrochammina bartrami,NA,NA
Anacardiaceae,414757,Anacardiaceae,NA,NA
Ammodiscoides sp.,415043,Ammodiscoides,NA,NA
Ammosphaeroidina,415045,Ammosphaeroidina,NA,NA
Baggina sp.,415094,Baggina,NA,NA
Biarritzina sp.,415115,Biarritzina,NA,NA
Bolivinita sp.,415124,Bolivinita,NA,NA
Candeina sp.,415153,Candeina,NA,NA
Candona sp.,415154,Candona,NA,NA
Ilex,415505,Ilex,NA,NA
Planularia spp.,415826,Planularia,NA,NA
Plectofrondicularia sp.,415833,Plectofrondicularia,NA,NA
Polysaccammina sp.,415848,Polysaccammina,NA,NA
Pseudonodosaria sp.,415893,Pseudonodosaria,NA,NA
Pseudononion sp.,415894,Pseudononion,NA,NA
Quadracythere sp.,415912,Quadracythere,NA,NA
Sagrina spp.,415948,Sagrina,NA,NA
Siphonodosaria sp.,415985,Siphonodosaria,NA,NA
Sphaeroidinella sp.,415998,Sphaeroidinella,NA,NA
Sphaeroidinella spp.,415998,Sphaeroidinella,NA,NA
Sporadotrema sp.,416008,Sporadotrema,NA,NA
Suggrunda sp.,416030,Suggrunda,NA,NA
Tenuitella sp.,416049,Tenuitella,NA,NA
"Tenuitella sp., δ13C",416049,Tenuitella,NA,NA
"Tenuitella sp., δ18O",416049,Tenuitella,NA,NA
Tenuitella spp.,416049,Tenuitella,NA,NA
Tosaia sp.,416079,Tosaia,NA,NA
Trochamminoides sp.,416108,Trochamminoides,NA,NA
Trochulina spp.,416110,Trochulina,NA,NA
Vaginulinopsis sp.,416128,Vaginulinopsis,NA,NA
Bonnyannella sp.,416182,Bonnyannella,NA,NA
Coxliella ampla,417179,Coxliella ampla,NA,NA
Metacylis vitreoides,417189,Metacylis vitreoides,NA,NA
Reophax spiculifer,417570,Reophax spiculifer,NA,NA
Trochamminita irregularis,417581,Trochamminita irregularis,NA,NA
Veleroninoides scitulus,417583,Veleroninoides scitulus,NA,NA
Ammobaculites exiguus,417589,Ammobaculites exiguus,NA,NA
Trochammina compacta,417617,Trochammina compacta,NA,NA
Trochammina subglabra,417621,Trochammina subglabra,NA,NA
Liebusella soldanii,417629,Liebusella soldanii,NA,NA
Clavulina tricarinata,417650,Clavulina tricarinata,NA,NA
Pyrgo sarsi,417697,Pyrgo sarsi,NA,NA
Pyrgo serrata,417698,Pyrgo serrata,NA,NA
Quinqueloculina boueana,417702,Quinqueloculina boueana,NA,NA
Sigmoilinita distorta,417726,Sigmoilinita distorta,NA,NA
Spiroloculina cf. antillarum,417752,Spiroloculina antillarum,NA,NA
Spirillina denticulata,417786,Spirillina denticulata,NA,NA
Plectofrondicularia advena,417820,Plectofrondicularia advena,NA,NA
Marginulinopsis bradyi,417850,Marginulinopsis bradyi,NA,NA
Fissurina castanea,417869,Fissurina castanea,NA,NA
Fissurina lagenoides,417874,Fissurina lagenoides,NA,NA
Seabrookia earlandi,417889,Seabrookia earlandi,NA,NA
Bolivina gramen,417907,Bolivina gramen,NA,NA
Bolivina seminuda,417913,Bolivina seminuda,NA,NA
Bolivina translucens,417915,Bolivina translucens,NA,NA
Bolivinita quadrilatera,417917,Bolivinita quadrilatera,NA,NA
Bulimina barbata,417922,Bulimina barbata,NA,NA
Bulimina mexicana,417923,Bulimina mexicana,NA,NA
Bulimina spicata,417924,Bulimina spicata,NA,NA
Globobulimina ovula,417927,Globobulimina ovula,NA,NA
Globobulimina cf. pacifica,417928,Globobulimina pacifica,NA,NA
Globobulimina pacifica,417928,Globobulimina pacifica,NA,NA
Siphogenerina dimorpha,417938,Siphogenerina dimorpha,NA,NA
Siphogenerina raphanus,417939,Siphogenerina raphanus,NA,NA
Uvigerina hispidocostata,417948,Uvigerina hispidocostata,NA,NA
Uvigerina cf. senticosa,417951,Uvigerina senticosa,NA,NA
Uvigerina senticosa,417951,Uvigerina senticosa,NA,NA
Uvigerina spinicostata,417952,Uvigerina spinicostata,NA,NA
Cassidulinoides tenuis,417956,Cassidulinoides tenuis,NA,NA
Ehrenbergina pupa,417957,Ehrenbergina pupa,NA,NA
Fursenkoina seminuda,417969,Fursenkoina seminuda,NA,NA
Virgulinella pertusa,417974,Virgulinella pertusa,NA,NA
Eoeponidella pulchella,417986,Eoeponidella pulchella,NA,NA
Anomalinoides globulosa,417990,Anomalinoides globulosus,NA,NA
Anomalinoides globulosus,417990,Anomalinoides globulosus,NA,NA
Discanomalina coronata,417998,Discanomalina coronata,NA,NA
Gyroidinoides altiformis,418001,Gyroidinoides altiformis,NA,NA
Helenina anderseni,418026,Helenina anderseni,NA,NA
Melonis affinis,418046,Melonis affinis,NA,NA
Nonionella basiloba,418049,Nonionella basiloba,NA,NA
Nonionoides grateloupii,418051,Nonionoides grateloupii,NA,NA
Pullenia subsphaerica,418053,Pullenia subsphaerica,NA,NA
Cibicides advenum,418057,Cibicides advenum,NA,NA
Cibicides rugosus,418062,Cibicides rugosus,NA,NA
Cibicides cf. wuellerstorfi,418063,Cibicides wuellerstorfi,NA,NA
Cibicides wuellerstorfi,418063,Cibicides wuellerstorfi,NA,NA
"Cibicides wuellerstorfi, δ18O",418063,Cibicides wuellerstorfi,NA,NA
Cibicidoides mundulus,418067,Cibicidoides mundulus,NA,NA
"Cibicidoides mundulus, δ13C",418067,Cibicidoides mundulus,NA,NA
"Cibicidoides mundulus, δ18O",418067,Cibicidoides mundulus,NA,NA
Planulina ornata,418080,Planulina ornata,NA,NA
Elphidium discoidale,418086,Elphidium discoidale,NA,NA
Ammonia parkinsoniana,418095,Ammonia parkinsoniana,NA,NA
Globigerina rubescens,418105,Globigerina rubescens,NA,NA
Globigerinella calida,418106,Globigerinella calida,NA,NA
"Globigerinella calida, shell, weight",418106,Globigerinella calida,NA,NA
"Globigerinella calida, shell, weight, standard deviation",418106,Globigerinella calida,NA,NA
Globigerinoides tenellus,418107,Globigerinoides tenellus,NA,NA
"Globigerinoides tenellus, shell, weight",418107,Globigerinoides tenellus,NA,NA
"Globigerinoides tenellus, shell, weight, standard deviation",418107,Globigerinoides tenellus,NA,NA
Sphaeroidinella dehiscens,418108,Sphaeroidinella dehiscens,NA,NA
"Sphaeroidinella dehiscens, shell, weight",418108,Sphaeroidinella dehiscens,NA,NA
"Sphaeroidinella dehiscens, shell, weight, standard deviation",418108,Sphaeroidinella dehiscens,NA,NA
"Sphaeroidinella dehiscens, δ13C",418108,Sphaeroidinella dehiscens,NA,NA
"Sphaeroidinella dehiscens, δ18O",418108,Sphaeroidinella dehiscens,NA,NA
Orcadia riedeli,418109,Orcadia riedeli,NA,NA
Candeina nitida,418110,Candeina nitida,NA,NA
Tenuitella iota,418112,Tenuitella iota,NA,NA
Globorotalia crassaformis,418113,Globorotalia crassaformis,NA,NA
"Globorotalia crassaformis, shell, weight",418113,Globorotalia crassaformis,NA,NA
"Globorotalia crassaformis, shell, weight, standard deviation",418113,Globorotalia crassaformis,NA,NA
Globorotalia cf. tumida,418114,Globorotalia tumida,NA,NA
Globorotalia tumida,418114,Globorotalia tumida,NA,NA
Globorotalia tumida subsp.,418114,Globorotalia tumida,NA,NA
"Globorotalia tumida, Magnesium/Calcium ratio",418114,Globorotalia tumida,NA,NA
"Globorotalia tumida, shell, weight",418114,Globorotalia tumida,NA,NA
"Globorotalia tumida, shell, weight, standard deviation",418114,Globorotalia tumida,NA,NA
"Globorotalia tumida, δ18O",418114,Globorotalia tumida,NA,NA
Globorotalia ungulata,418115,Globorotalia ungulata,NA,NA
"Globorotalia ungulata, shell, weight",418115,Globorotalia ungulata,NA,NA
"Globorotalia ungulata, shell, weight, standard deviation",418115,Globorotalia ungulata,NA,NA
Odontella longicruris,418591,Odontella longicruris,NA,NA
Clio polita,420556,Clio polita,NA,NA
Ericaceae,425994,Ericaceae,NA,NA
Draba sp.,426047,Draba,NA,NA
Polygonum,426060,Polygonum,NA,NA
Ditrichum flexicaule,426101,Ditrichum flexicaule,NA,NA
Cladonia furcata,426125,Cladonia furcata,NA,NA
Peltigera sp.,426150,Peltigera,NA,NA
Peltigera canina,426151,Peltigera canina,NA,NA
Coxliella pseudoannulata,427486,Coxliella pseudoannulata,NA,NA
Metacylis annulata,427490,Metacylis annulata,NA,NA
Salpingella secata,427562,Salpingella secata,NA,NA
Parafavella acuta,427596,Parafavella acuta,NA,NA
Parafavella cylindrica,427599,Parafavella cylindrica,NA,NA
Parafavella obtusangula,427609,Parafavella obtusangula,NA,NA
Parafavella robusta,427611,Parafavella robusta,NA,NA
Parafavella rotundata,427612,Parafavella rotundata,NA,NA
Parafavella subrotundata,427614,Parafavella subrotundata,NA,NA
Neonesidea villosa,460102,Neonesidea villosa,NA,NA
Aglaiella railbridgensis,460199,Aglaiella railbridgensis,NA,NA
Aglaiella westfordensis,460201,Aglaiella westfordensis,NA,NA
Propontocypris subreniformis,460469,Propontocypris subreniformis,NA,NA
Sclerochilus incurvatus,460573,Sclerochilus incurvatus,NA,NA
Cyprideis remanei,460813,Cyprideis remanei,NA,NA
Perissocytheridea estuaria,460858,Perissocytheridea estuaria,NA,NA
Sulcostocythere knysnaensis,460884,Sulcostocythere knysnaensis,NA,NA
Aurila dayii,461352,Aurila dayii,NA,NA
Aurila kliei,461366,Aurila kliei,NA,NA
Leptocythere hartmanni,461814,Leptocythere hartmanni,NA,NA
Mediocytherideis (Sylvestra) ochracea,461830,Mediocytherideis (Sylvestra) ochracea,NA,NA
Australoloxoconcha favornamentata,461859,Australoloxoconcha favornamentata,NA,NA
Loxoconcha megapora,461947,Loxoconcha megapora,NA,NA
Loxoconcha parameridionalis,461966,Loxoconcha parameridionalis,NA,NA
Paradoxostoma griseum,462228,Paradoxostoma griseum,NA,NA
Paradoxostoma wuenschei,462292,Paradoxostoma wuenschei,NA,NA
Mutilus bensonmaddocksorum,462657,Mutilus bensonmaddocksorum,NA,NA
Strobilocythere (Keniacythere) malzi,462764,Strobilocythere (Keniacythere) malzi,NA,NA
Xestoleberis aff. crenulata,462842,Xestoleberis crenulata,NA,NA
Xestoleberis cf. ferax,462859,Xestoleberis ferax,NA,NA
Xestoleberis maculata,462884,Xestoleberis maculata,NA,NA
Glabratellina sp.,465920,Glabratellina,NA,NA
Pileolina sp.,465921,Pileolina,NA,NA
Planoglabratella sp.,465922,Planoglabratella,NA,NA
Dyocibicides sp.,465930,Dyocibicides,NA,NA
Carpenteria sp.,465931,Carpenteria,NA,NA
Rotaliammina ochracea,466008,Rotaliammina ochracea,NA,NA
Trochammina nana,466011,Trochammina nana,NA,NA
Eggerella advena,466015,Eggerella advena,NA,NA
Siphotextularia flintii,466020,Siphotextularia flintii,NA,NA
Cribromiliolinella subvalvularis,466041,Cribromiliolinella subvalvularis,NA,NA
Spirosigmoilina tenuis,466078,Spirosigmoilina tenuis,NA,NA
Nummulopyrgo globulus,466088,Nummulopyrgo globulus,NA,NA
Lenticulina antarctica,466161,Lenticulina antarctica,NA,NA
Lenticulina foliata,466166,Lenticulina foliata,NA,NA
Favulina melosquamosa,466194,Favulina melosquamosa,NA,NA
Fissurina annectens,466197,Fissurina annectens,NA,NA
Fissurina wiesneri,466247,Fissurina wiesneri,NA,NA
Oolina costata,466277,Oolina costata,NA,NA
Parafissurina cf. curta,466293,Parafissurina curta,NA,NA
Parafissurina curta,466293,Parafissurina curta,NA,NA
Parafissurina wiesneri,466309,Parafissurina wiesneri,NA,NA
Globulina minuta,466321,Globulina minuta,NA,NA
Pyrulina fusiformis,466332,Pyrulina fusiformis,NA,NA
Globigerina humilis,466339,Globigerina humilis,NA,NA
Globigerinita iota,466340,Globigerinita iota,NA,NA
Globorotalia bermudezi,466341,Globorotalia bermudezi,NA,NA
Globorotalia aff. cavernula,466342,Globorotalia cavernula,NA,NA
Globorotalia cavernula,466342,Globorotalia cavernula,NA,NA
Globorotalia cf. crassula,466343,Globorotalia crassula,NA,NA
Globorotalia crassula,466343,Globorotalia crassula,NA,NA
Bolivina cf. robusta,466349,Bolivina robusta,NA,NA
Bolivina robusta,466349,Bolivina robusta,NA,NA
Trifarina gracilis,466363,Trifarina gracilis,NA,NA
Cassidulina angulosa,466368,Cassidulina angulosa,NA,NA
Ehrenbergina hystrix,466373,Ehrenbergina hystrix,NA,NA
Favocassidulina australis,466379,Favocassidulina australis,NA,NA
Discanomalina semipunctata,466398,Discanomalina semipunctata,NA,NA
Aubignyna perlucida,466408,Aubignyna perlucida,NA,NA
Discorbinella subcomplanata,466412,Discorbinella subcomplanata,NA,NA
Eilohedra vitrea,466420,Eilohedra vitrea,NA,NA
Nuttallides umbonifera,466429,Nuttallides umbonifer,NA,NA
Rosalina vilardeboana,466442,Rosalina vilardeboana,NA,NA
Pileolina zealandica,466453,Pileolina zealandica,NA,NA
Astrononion novozealandicum,466463,Astrononion novozealandicum,NA,NA
Astrononion tumidum,466464,Astrononion tumidum,NA,NA
Nonionella magnalingua,466468,Nonionella magnalingua,NA,NA
Planulina renzi,466495,Planulina renzi,NA,NA
Fissurina apiculata,466519,Fissurina apiculata,NA,NA
Elphidium lene,478595,Elphidium lene,NA,NA
Reophax cylindricus,478636,Reophax cylindricus,NA,NA
Nodosaria filiformis,478679,Nodosaria filiformis,NA,NA
Amphistegina radiata,478866,Amphistegina radiata,NA,NA
Haplophragmoides subglobosum,478977,Haplophragmoides subglobosum,NA,NA
Heterohelicidae,478987,Heterohelicidae,NA,NA
"Heterohelicidae, triserial",478987,Heterohelicidae,NA,NA
Clavulina communis,479004,Clavulina communis,NA,NA
Textularia flintii,479007,Textularia flintii,NA,NA
Quinqueloculina triangularis,479026,Quinqueloculina triangularis,NA,NA
Bulimina ovata,479148,Bulimina ovata,NA,NA
Ehrenbergina pacifica,479149,Ehrenbergina pacifica,NA,NA
Ehrenbergina serrata,479152,Ehrenbergina serrata,NA,NA
Cassidulina bradyi,479154,Cassidulina bradyi,NA,NA
Anomalina glabrata,479264,Anomalina glabrata,NA,NA
Anomalina pompilioides,479265,Anomalina pompilioides,NA,NA
Anomalinoides semicribratus,479267,Anomalinoides semicribratus,NA,NA
Carpenteria balaniformis,479284,Carpenteria balaniformis,NA,NA
Dorothia goesi,480188,Dorothia goesii,NA,NA
Clavulina multicamerata,480203,Clavulina multicamerata,NA,NA
Bolivina decussata,480219,Bolivina decussata,NA,NA
Fissurina comata,480269,Fissurina comata,NA,NA
Lenticulina vortex,484663,Lenticulina vortex,NA,NA
Favocassidulina favus,484706,Favocassidulina favus,NA,NA
Pararotalia sp.,484716,Pararotalia,NA,NA
Nonion fabum,484789,Nonion fabum,NA,NA
Cycloclypeus sp.,484792,Cycloclypeus,NA,NA
Cycloclypeus carpenteri,484793,Cycloclypeus carpenteri,NA,NA
Caribeanella sp.,490077,Caribeanella,NA,NA
Falsagglutinella sp.,492901,Falsagglutinella,NA,NA
Amphimelissa setosa,493442,Amphimelissa setosa,NA,NA
Thalassiphora sp.,494048,Thalassiphora,NA,NA
Exsculptina discrepans,509144,Exsculptina discrepans,NA,NA
Oolina lineatopunctata,509150,Oolina lineatopunctata,NA,NA
Paradentalina sp.,520842,Paradentalina,NA,NA
Cymbaloporella sp.,520858,Cymbaloporella,NA,NA
Hastigerinella sp.,520859,Hastigerinella,NA,NA
Planoglobulina sp.,520862,Planoglobulina,NA,NA
Planoglobulina spp.,520862,Planoglobulina,NA,NA
Siphogenerinoides sp.,520864,Siphogenerinoides,NA,NA
Marssonella sp.,520877,Marssonella,NA,NA
Alabamina sp.,520907,Alabamina,NA,NA
Kalamopsis sp.,520934,Kalamopsis,NA,NA
Nummulites sp.,520941,Nummulites,NA,NA
Trocholina sp.,520970,Trocholina,NA,NA
Scutuloris tegminis,521023,Scutuloris tegminis,NA,NA
Montfortella bramlettei,521025,Montfortella bramlettei,NA,NA
Bolivina vaughani,521604,Bolivina vaughani,NA,NA
Cancris panamensis,521605,Cancris panamensis,NA,NA
Cassidulina tumida,521607,Cassidulina tumida,NA,NA
Globigerina hexagona,521612,Globigerina hexagona,NA,NA
Planulina limbata,521619,Planulina limbata,NA,NA
Gyroidina rothwelli,521632,Gyroidina rothwelli,NA,NA
Suggrunda eckisi,521635,Suggrunda eckisi,NA,NA
Quinqueloculina nitida,521636,Quinqueloculina nitida,NA,NA
Trochammina abyssorum,521769,Trochammina abyssorum,NA,NA
Thurammina edita,522020,Thurammina edita,NA,NA
Miliammina petila,522047,Miliammina petila,NA,NA
Bolivina peirsonae,522128,Bolivina peirsonae,NA,NA
Gyroidina quinqueloba,522139,Gyroidina quinqueloba,NA,NA
Karreriella parkerae,522142,Karreriella parkerae,NA,NA
Cibicides temperata,522157,Cibicides temperata,NA,NA
Globigerina bradyi,522181,Globigerina bradyi,NA,NA
Thurammina irregularis,522202,Thurammina irregularis,NA,NA
Lagena vulgaris,522208,Lagena vulgaris,NA,NA
Globorotalia petaliformis,522238,Globorotalia petaliformis,NA,NA
Lagena feildeniana,522255,Lagena feildeniana,NA,NA
Globigerina aequilateralis,522259,Globigerina aequilateralis,NA,NA
Uvigerina schwageri,522418,Uvigerina schwageri,NA,NA
Bulimina pagoda,522687,Bulimina pagoda,NA,NA
Cassidulina delicata,522689,Cassidulina delicata,NA,NA
Ehrenbergina compressa,522692,Ehrenbergina compressa,NA,NA
Globorotalia spinulosa,522694,Globorotalia spinulosa,NA,NA
Vulvulina spinosa,522713,Vulvulina spinosa,NA,NA
Globorotalia cocoaensis,522721,Globorotalia cocoaensis,NA,NA
Virgulina fusiformis,522760,Virgulina fusiformis,NA,NA
Vulvulina jarvisi,522807,Vulvulina jarvisi,NA,NA
Clavulina arenata,522830,Clavulina arenata,NA,NA
Dentalina halkyardi,522836,Dentalina halkyardi,NA,NA
Elphidium frigidum,522854,Elphidium frigidum,NA,NA
Reussella pacifica,522937,Reussella pacifica,NA,NA
Nonionella miocenica,522945,Nonionella miocenica,NA,NA
Bulimina marginospinata,522948,Bulimina marginospinata,NA,NA
Bulimina macilenta,522952,Bulimina macilenta,NA,NA
Bulimina eccentrica,522954,Bulimina eccentrica,NA,NA
Bulimina versa,522957,Bulimina versa,NA,NA
Miliammina lata,523126,Miliammina lata,NA,NA
Pullenia riveroi,523231,Pullenia riveroi,NA,NA
Pullenia multilobata,523262,Pullenia multilobata,NA,NA
Globigerina helicina,523349,Globigerina helicina,NA,NA
Spiroloculina limbata,523445,Spiroloculina limbata,NA,NA
Triloculina laevigata,523484,Triloculina laevigata,NA,NA
Bolivina acerosa,525513,Bolivina acerosa,NA,NA
Bolivina subadvena,525519,Bolivina subadvena,NA,NA
Buliminella subfusiformis,525529,Buliminella subfusiformis,NA,NA
Hastigerina digitata,525576,Hastigerina digitata,NA,NA
Karreriella baccata,525579,Karreriella baccata,NA,NA
Karreriella subcylindrica,525580,Karreriella subcylindrica,NA,NA
Lagena cf. laevigata,525588,Lagena laevigata,NA,NA
Lagena laevigata,525588,Lagena laevigata,NA,NA
Loxostomum limbatum,525597,Loxostomum limbatum,NA,NA
Nodosaria latejugata,525629,Nodosaria latejugata,NA,NA
Uvigerina asperula,525673,Uvigerina asperula,NA,NA
Bullopora sp.,526477,Bullopora,NA,NA
Gallitellia vivans,526506,Gallitellia vivans,NA,NA
Berggrenia pumilio,526508,Berggrenia pumilio,NA,NA
Takayanagia delicata,526531,Takayanagia delicata,NA,NA
Fursenkoina earlandi,526574,Fursenkoina earlandi,NA,NA
Pullenia bikiniensis,527091,Pullenia bikiniensis,NA,NA
Heterolepa subhaidingeri,527097,Heterolepa subhaidingerii,NA,NA
Rectoglandulina sp.,527968,Rectoglandulina,NA,NA
Ammobaculoides sp.,527994,Ammobaculoides,NA,NA
Neoflabellina sp.,528003,Neoflabellina,NA,NA
Protelphidium sp.,528006,Protelphidium,NA,NA
Buccella inusitata,528103,Buccella inusitata,NA,NA
Globigerina incompta,528180,Globigerina incompta,NA,NA
Lagena williamsoni,528289,Lagena williamsonii,NA,NA
Pullenia simplex,528412,Pullenia simplex,NA,NA
Reophax margaritarius,528413,Reophax margaritarius,NA,NA
Fissurina quadricostulata,528435,Fissurina quadricostulata,NA,NA
Uvigerina excellens,528462,Uvigerina excellens,NA,NA
Elphidium pulvereum,528472,Elphidium pulvereum,NA,NA
Miliammina earlandi,528501,Miliammina earlandi,NA,NA
Uvigerina ampullacea,528525,Uvigerina ampullacea,NA,NA
Pararotalia nipponica,533756,Pararotalia nipponica,NA,NA
Halectinosoma spp.,534140,Halectinosoma,NA,NA
Thalassionema frauenfeldii,555052,Thalassionema frauenfeldii,NA,NA
Gladiolithus flabellatus,555948,Gladiolithus flabellatus,NA,NA
Hanzawaia asterizans,556063,Hanzawaia asterizans,NA,NA
Glomospirella sp.,556136,Glomospirella,NA,NA
Tritaxia sp.,556181,Tritaxia,NA,NA
Balticammina pseudomacrescens,556254,Balticammina pseudomacrescens,NA,NA
Hyrrokkin sarcophaga,556264,Hyrrokkin sarcophaga,NA,NA
Cassidulina cf. neoteretis,556408,Cassidulina neoteretis,NA,NA
Cassidulina neoteretis,556408,Cassidulina neoteretis,NA,NA
"Cassidulina neoteretis, δ13C",556408,Cassidulina neoteretis,NA,NA
"Cassidulina neoteretis, δ18O",556408,Cassidulina neoteretis,NA,NA
Schackoinella antarctica,556456,Schackoinella antarctica,NA,NA
